Salary_Eur,Working_Year,Experience,Employment_Status,Remote_Working_Ratio,Company_Size,Employee_Location,Company_Location,Type,Designation
310333.4693387736,2020-01-01 00:00:00,EX,FT,100,L,US,US,Data Science,Director of Data Science
40104.63218528741,2020-01-01 00:00:00,EN,FT,50,L,NL,NL,Data Science,Research Scientist
31998.727949117965,2020-01-01 00:00:00,SE,FT,0,S,MX,MX,Data Science,Data Engineer
95487.21948877955,2020-01-01 00:00:00,EN,CT,100,L,US,US,Data Science,Business Data Analyst
111819.35677427097,2020-01-01 00:00:00,SE,FT,50,L,CA,CA,Data Science,Machine Learning Manager
56626.785071402854,2020-01-01 00:00:00,MI,FT,100,S,DE,DE,Data Science,Data Engineering Manager
66841.05364214569,2020-01-01 00:00:00,EN,FT,100,L,US,US,Data Science,Big Data Engineer
65339.997599903996,2020-01-01 00:00:00,SE,FT,100,L,GR,US,Data Science,Data Scientist
429692.48769950797,2020-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Research Scientist
44648.86595463819,2020-01-01 00:00:00,MI,FT,50,L,FR,FR,Data Science,Data Analyst
70784.67538701548,2020-01-01 00:00:00,MI,FT,50,L,AT,AT,Data Science,Data Engineer
98351.84207368294,2020-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Science Consultant
238718.04872194887,2020-01-01 00:00:00,EN,FT,50,L,US,US,Data Science,Machine Learning Engineer
9548.721948877956,2020-01-01 00:00:00,EN,FT,100,S,NG,NG,Data Science,Data Analyst
131772.36289451577,2020-01-01 00:00:00,EN,FT,100,S,US,US,Data Science,Machine Learning Engineer
43694.94779791192,2020-01-01 00:00:00,MI,FT,100,S,PH,US,Data Science,Data Scientist
76230.3132125285,2020-01-01 00:00:00,EX,FT,50,L,ES,ES,Data Science,Data Engineering Manager
47915.49261970479,2020-01-01 00:00:00,MI,FT,0,M,PT,PT,Data Science,Machine Learning Infrastructure Engineer
101216.45265810633,2020-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
107778.33913356534,2020-01-01 00:00:00,MI,FT,50,L,GB,GB,Data Science,Data Engineer
15245.49381975279,2020-01-01 00:00:00,EN,PT,100,S,DE,DE,Data Science,ML Engineer
73485.0594023761,2020-01-01 00:00:00,MI,FT,100,S,GB,GB,Data Science,Data Scientist
179515.97263890557,2020-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineer
100261.58646345855,2020-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Scientist
66973.77895115805,2020-01-01 00:00:00,MI,FT,50,L,FR,FR,Data Science,Data Engineer
5797.983919356774,2020-01-01 00:00:00,EN,FT,0,S,IN,IN,Data Science,Data Analyst
86893.3757350294,2020-01-01 00:00:00,EN,FT,100,L,US,US,Data Science,Data Analyst
43824.816992679705,2020-01-01 00:00:00,EN,FT,50,S,DK,DK,Data Science,AI Scientist
52271.61886475459,2020-01-01 00:00:00,EN,FT,100,L,PK,DE,Data Science,Data Engineer
57292.33169326773,2020-01-01 00:00:00,SE,FL,100,S,RU,US,Data Science,Computer Vision Engineer
141570.3108124325,2020-01-01 00:00:00,SE,FT,100,M,DE,DE,Data Science,Principal Data Scientist
37026.1250450018,2020-01-01 00:00:00,MI,FT,100,M,ES,ES,Data Science,Data Scientist
112674.91899675988,2020-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Scientist
114584.66338653547,2020-01-01 00:00:00,SE,FT,50,L,US,US,Data Science,Data Scientist
132106.5642625705,2020-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Scientist
105035.94143765752,2020-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
124897.28789151566,2020-01-01 00:00:00,MI,FT,100,M,ES,US,Data Science,Data Engineer
20691.11964478579,2020-01-01 00:00:00,EN,PT,50,S,IT,IT,Data Science,Data Scientist
393407.3442937718,2020-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Scientist
43559.35437417497,2020-01-01 00:00:00,SE,FT,100,S,HR,HR,Data Science,Machine Learning Engineer
59895.307812312494,2020-01-01 00:00:00,EN,FT,50,S,DE,DE,Data Science,Data Scientist
47044.641785671425,2020-01-01 00:00:00,EN,FT,0,S,DE,DE,Data Science,Data Scientist
181616.69266770672,2020-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Science Manager
100261.58646345855,2020-01-01 00:00:00,EN,FT,100,S,US,US,Data Science,Data Scientist
87119.66878675147,2020-01-01 00:00:00,SE,FT,0,S,AT,AT,Data Science,Data Scientist
59895.307812312494,2020-01-01 00:00:00,MI,FT,50,S,FR,LU,Data Science,Data Scientist
40292.739709588386,2020-01-01 00:00:00,MI,FT,50,S,FR,FR,Data Science,Data Scientist
78803.69614784591,2021-01-01 00:00:00,EN,FT,50,L,GB,GB,Data Science,Research Scientist
143230.82923316932,2021-01-01 00:00:00,EX,FT,100,L,IN,US,Data Science,BI Data Analyst
224394.97179887196,2021-01-01 00:00:00,EX,FT,100,L,US,US,Data Science,Head of Data
50791.563662546505,2021-01-01 00:00:00,SE,FT,50,L,FR,FR,Data Science,Data Scientist
95487.21948877955,2021-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,BI Data Analyst
5164.898595943838,2021-01-01 00:00:00,MI,PT,50,M,IN,IN,Data Science,3D Computer Vision Researcher
257815.4926197048,2021-01-01 00:00:00,MI,CT,100,L,US,US,Data Science,ML Engineer
76389.77559102364,2021-01-01 00:00:00,EN,FT,100,M,US,US,Data Science,Data Analyst
75623.01692067683,2021-01-01 00:00:00,SE,FT,100,L,DE,DE,Data Science,Data Analytics Engineer
133682.10728429139,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
51790.363614544585,2021-01-01 00:00:00,MI,FT,50,L,GB,CA,Data Science,Applied Data Scientist
45148.26593063723,2021-01-01 00:00:00,MI,FT,100,S,ES,ES,Data Science,Machine Learning Engineer
146732.34129365176,2021-01-01 00:00:00,EX,FT,100,L,IT,PL,Data Science,Director of Data Science
27190.939637585503,2021-01-01 00:00:00,MI,FT,100,L,PL,PL,Data Science,Data Engineer
56434.86139445578,2021-01-01 00:00:00,EN,FT,50,M,FR,FR,Data Science,Data Analyst
105035.94143765752,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Analytics Engineer
162328.27313092523,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Lead Data Analyst
76389.77559102364,2021-01-01 00:00:00,SE,FT,100,S,BG,US,Data Science,Data Analyst
84653.23412936517,2021-01-01 00:00:00,SE,FT,100,L,GR,DK,Data Science,Marketing Data Analyst
73365.69062762511,2021-01-01 00:00:00,EN,FT,100,S,DE,DE,Data Science,Data Science Consultant
18724.084963398538,2021-01-01 00:00:00,MI,FT,100,L,IN,IN,Data Science,Lead Data Analyst
263544.72578903154,2021-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Lead Data Engineer
28408.40033601344,2021-01-01 00:00:00,EN,FT,50,L,IN,IN,Data Science,Data Scientist
85264.35857434297,2021-01-01 00:00:00,MI,FT,50,L,SG,SG,Data Science,Cloud Data Engineer
11458.466338653547,2021-01-01 00:00:00,EN,PT,100,S,BR,US,Data Science,AI Scientist
429692.48769950797,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Financial Data Analyst
66841.05364214569,2021-01-01 00:00:00,EN,FT,100,M,US,US,Data Science,Computer Vision Software Engineer
91425.1890075603,2021-01-01 00:00:00,MI,FT,100,S,DE,US,Data Science,Computer Vision Software Engineer
71615.42061682467,2021-01-01 00:00:00,MI,FT,0,L,US,US,Data Science,Data Analyst
143230.82923316932,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineer
34622.716908676346,2021-01-01 00:00:00,MI,FT,50,L,HU,US,Data Science,BI Data Analyst
59202.07608304332,2021-01-01 00:00:00,MI,FT,0,L,US,US,Data Science,Data Analyst
69705.67622704909,2021-01-01 00:00:00,MI,FT,0,L,US,US,Data Science,Data Scientist
49194.0597623905,2021-01-01 00:00:00,MI,FT,50,L,GB,GB,Data Science,Data Analyst
178983.15132605305,2021-01-01 00:00:00,MI,FT,100,L,CA,CA,Data Science,Research Scientist
109810.3084123365,2021-01-01 00:00:00,SE,FT,100,S,US,US,Data Science,Data Engineer
143230.82923316932,2021-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
29054.85419416777,2021-01-01 00:00:00,EN,FT,100,L,IN,IN,Data Science,Data Engineer
90296.53186127446,2021-01-01 00:00:00,SE,FT,50,L,DE,DE,Data Science,Machine Learning Engineer
108355.08220328814,2021-01-01 00:00:00,SE,FT,100,M,GB,GB,Data Science,Director of Data Engineering
98504.6201848074,2021-01-01 00:00:00,SE,FT,100,S,GB,GB,Data Science,Lead Data Engineer
11458.466338653547,2021-01-01 00:00:00,EN,PT,100,M,PK,US,Data Science,AI Scientist
43342.60170406816,2021-01-01 00:00:00,MI,FT,100,L,NL,NL,Data Science,Data Engineer
214846.249849994,2021-01-01 00:00:00,EN,FT,100,L,US,US,Data Science,Machine Learning Scientist
47743.609744389774,2021-01-01 00:00:00,MI,FT,100,L,NG,NG,Data Science,Data Scientist
38375.36301452058,2021-01-01 00:00:00,MI,FT,100,M,GR,GR,Data Science,Data Science Engineer
85938.4975399016,2021-01-01 00:00:00,EN,FT,100,S,US,US,Data Science,Data Analyst
190974.4389775591,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
57292.33169326773,2021-01-01 00:00:00,MI,FT,50,M,ES,RO,Data Science,Big Data Engineer
190974.4389775591,2021-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Principal Data Engineer
47743.609744389774,2021-01-01 00:00:00,EN,FT,100,M,US,US,Data Science,Data Analyst
105071.27085083403,2021-01-01 00:00:00,EN,FT,0,L,GB,GB,Data Science,Applied Data Scientist
9886.751470058802,2021-01-01 00:00:00,EN,PT,50,M,ES,ES,Data Science,Data Analyst
144185.70742829714,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Principal Data Scientist
114584.66338653547,2021-01-01 00:00:00,SE,FT,50,S,US,US,Data Science,Machine Learning Scientist
9038.821552862115,2021-01-01 00:00:00,MI,FT,0,S,IN,IN,Data Science,Data Scientist
19097.44389775591,2021-01-01 00:00:00,EN,FT,100,S,IN,IN,Data Science,Machine Learning Engineer
38739.16956678267,2021-01-01 00:00:00,SE,FT,50,L,IN,IN,Data Science,Lead Data Scientist
95487.21948877955,2021-01-01 00:00:00,EN,FT,50,S,IQ,IQ,Data Science,Machine Learning Developer
47405.580223208926,2021-01-01 00:00:00,EN,FT,50,M,FR,FR,Data Science,Data Scientist
36667.09468378735,2021-01-01 00:00:00,MI,FT,100,M,VN,US,Data Science,Applied Machine Learning Scientist
22916.932677307093,2021-01-01 00:00:00,SE,FT,100,M,BR,BR,Data Science,Computer Vision Engineer
95487.21948877955,2021-01-01 00:00:00,EN,FT,0,S,US,US,Data Science,Data Scientist
85938.4975399016,2021-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Analyst
60835.85743429737,2021-01-01 00:00:00,MI,FT,50,S,JP,JP,Data Science,ML Engineer
73872.73490939637,2021-01-01 00:00:00,MI,FT,50,S,JP,JP,Data Science,ML Engineer
210071.88287531503,2021-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Principal Data Scientist
76389.77559102364,2021-01-01 00:00:00,EN,FT,100,M,US,US,Data Science,Data Scientist
128907.7523100924,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Analyst
229169.32677307093,2021-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Science Manager
143230.82923316932,2021-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Engineering Manager
78776.95907836314,2021-01-01 00:00:00,MI,FT,100,S,US,US,Data Science,Data Scientist
95487.21948877955,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
79009.94839793592,2021-01-01 00:00:00,SE,FT,50,M,BE,BE,Data Science,Machine Learning Engineer
59821.79287171487,2021-01-01 00:00:00,MI,FT,50,M,FR,FR,Data Science,Research Scientist
85938.4975399016,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
146095.45181807273,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineering Manager
152779.5511820473,2021-01-01 00:00:00,SE,FT,100,S,BR,US,Data Science,Cloud Data Engineer
160418.52874114964,2021-01-01 00:00:00,SE,FT,0,S,JP,JP,Data Science,Director of Data Science
143230.82923316932,2021-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Scientist
72354.48217928717,2021-01-01 00:00:00,MI,FT,100,L,CA,CA,Data Science,Data Scientist
12795.283811352454,2021-01-01 00:00:00,EN,FT,100,L,UA,UA,Data Science,Data Scientist
137501.59606384256,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Science Manager
121479.79119164767,2021-01-01 00:00:00,SE,FT,50,L,CA,CA,Data Science,Data Science Engineer
113686.12744509781,2021-01-01 00:00:00,MI,FT,100,M,SG,IL,Data Science,Data Scientist
403910.9444377775,2021-01-01 00:00:00,MI,FT,50,L,US,US,Data Science,Applied Machine Learning Scientist
114584.66338653547,2021-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analytics Manager
119359.03036121445,2021-01-01 00:00:00,EN,FT,100,S,US,US,Data Science,Machine Learning Engineer
219620.60482419297,2021-01-01 00:00:00,EX,FT,50,L,RU,RU,Data Science,Head of Data
81164.14256570263,2021-01-01 00:00:00,EX,FT,0,M,RU,RU,Data Science,Head of Data Science
27088.76755070203,2021-01-01 00:00:00,MI,FT,50,L,MT,MT,Data Science,Data Engineer
60950.45001800072,2021-01-01 00:00:00,EN,FT,50,L,DE,DE,Data Science,Data Science Consultant
124158.21432857314,2021-01-01 00:00:00,EX,FT,50,M,DE,DE,Data Science,Director of Data Science
157553.9181567263,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Specialist
76389.77559102364,2021-01-01 00:00:00,EN,FT,100,L,US,US,Data Science,Data Engineer
238718.04872194887,2021-01-01 00:00:00,EX,FT,0,L,US,US,Data Science,Director of Data Science
52517.97671906876,2021-01-01 00:00:00,EN,FT,50,S,US,US,Data Science,BI Data Analyst
143230.82923316932,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Architect
162328.27313092523,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Architect
78803.69614784591,2021-01-01 00:00:00,MI,FT,100,L,GB,GB,Data Science,Data Engineer
57292.33169326773,2021-01-01 00:00:00,EN,FT,100,S,US,US,Data Science,Data Analyst
224394.97179887196,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Principal Data Scientist
58015.16860674427,2021-01-01 00:00:00,SE,FT,50,L,PT,PT,Data Science,Research Scientist
166147.76191047643,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineering Manager
2729.9771990879635,2021-01-01 00:00:00,MI,FT,0,S,MX,MX,Data Science,Data Scientist
38231.17724708989,2021-01-01 00:00:00,MI,FT,100,L,CL,CL,Data Science,Data Scientist
77344.65378615145,2021-01-01 00:00:00,EN,FT,50,S,US,US,Data Science,Machine Learning Engineer
5422.716908676347,2021-01-01 00:00:00,MI,FT,100,S,IN,US,Data Science,Data Scientist
21590.615624624985,2021-01-01 00:00:00,MI,FT,0,L,IN,IN,Data Science,Big Data Engineer
86639.373574943,2021-01-01 00:00:00,MI,FT,50,L,DE,DE,Data Science,Data Scientist
24831.453258130325,2021-01-01 00:00:00,MI,FT,0,L,RO,US,Data Science,Data Engineer
59102.772110884434,2021-01-01 00:00:00,SE,FT,50,L,GB,GB,Data Science,Finance Data Analyst
11458.466338653547,2021-01-01 00:00:00,MI,FL,50,M,PK,PK,Data Science,Machine Learning Scientist
3819.4887795511822,2021-01-01 00:00:00,MI,FT,100,M,IR,IR,Data Science,Data Engineer
47743.609744389774,2021-01-01 00:00:00,SE,FT,100,M,VN,GB,Data Science,Data Analytics Engineer
66593.73574942998,2021-01-01 00:00:00,EX,FT,100,S,FR,ES,Data Science,Data Science Consultant
73365.69062762511,2021-01-01 00:00:00,SE,FT,50,S,RO,GB,Data Science,Data Engineer
70660.54242169687,2021-01-01 00:00:00,MI,FT,50,S,JP,JP,Data Science,Machine Learning Engineer
145140.5736229449,2021-01-01 00:00:00,SE,FT,100,L,US,FR,Data Science,Data Science Manager
20858.226329053163,2021-01-01 00:00:00,EN,FT,50,M,CO,CO,Data Science,Machine Learning Engineer
17187.69950798032,2021-01-01 00:00:00,MI,FT,0,S,MD,MD,Data Science,Big Data Engineer
166147.76191047643,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Science Manager
91775.627025081,2021-01-01 00:00:00,SE,FT,50,L,CA,CA,Data Science,Research Scientist
140366.21864874594,2021-01-01 00:00:00,MI,FT,50,L,US,US,Data Science,Data Scientist
8853.570142805713,2021-01-01 00:00:00,EN,FT,100,S,KE,KE,Data Science,BI Data Analyst
23243.5017400696,2021-01-01 00:00:00,SE,FT,100,L,IN,IN,Data Science,Machine Learning Engineer
51652.86211448458,2021-01-01 00:00:00,SE,FT,50,L,IN,US,Data Science,Data Science Manager
85938.4975399016,2021-01-01 00:00:00,EN,FT,100,S,US,US,Data Science,Data Science Consultant
58693.123724949,2021-01-01 00:00:00,MI,FT,50,M,DE,AT,Data Science,Data Scientist
186200.08400336013,2021-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Machine Learning Infrastructure Engineer
36118.03672146886,2021-01-01 00:00:00,MI,FT,100,L,ES,ES,Data Science,Data Scientist
47743.609744389774,2021-01-01 00:00:00,SE,FT,100,S,FR,US,Data Science,Research Scientist
152779.5511820473,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Scientist
12318.804752190088,2021-01-01 00:00:00,MI,FT,0,S,BR,BR,Data Science,Data Scientist
190974.4389775591,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Machine Learning Engineer
157553.9181567263,2021-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Engineer
19097.44389775591,2021-01-01 00:00:00,MI,FL,0,L,IT,US,Data Science,Data Engineer
114584.66338653547,2021-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Analytics Manager
23702.796111844473,2021-01-01 00:00:00,MI,FT,50,L,SI,SI,Data Science,Machine Learning Engineer
54177.53510140406,2021-01-01 00:00:00,MI,FT,50,S,FR,FR,Data Science,Research Scientist
63042.57770310812,2021-01-01 00:00:00,MI,FT,50,S,HK,GB,Data Science,Data Engineer
5616.560662426497,2021-01-01 00:00:00,EN,FT,0,L,IN,CH,Data Science,Big Data Engineer
23702.796111844473,2021-01-01 00:00:00,EN,FT,50,M,DE,DE,Data Science,Machine Learning Engineer
176651.3620544822,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Principal Data Engineer
27317.940717628706,2021-01-01 00:00:00,EN,PT,50,S,DK,DK,Data Science,Computer Vision Engineer
86639.373574943,2021-01-01 00:00:00,MI,FT,50,L,DE,DE,Data Science,Data Scientist
84653.23412936517,2021-01-01 00:00:00,MI,FT,100,M,BE,BE,Data Science,Machine Learning Engineer
133682.10728429139,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Analytics Manager
44494.17976719069,2021-01-01 00:00:00,MI,FT,100,L,PL,PL,Data Science,Machine Learning Engineer
111637.9335173407,2021-01-01 00:00:00,MI,FT,50,L,GB,GB,Data Science,Data Scientist
32282.323292931716,2021-01-01 00:00:00,MI,FT,0,M,IN,IN,Data Science,Data Scientist
53717.29269170767,2021-01-01 00:00:00,MI,FT,50,L,GB,GB,Data Science,Data Scientist
214846.249849994,2021-01-01 00:00:00,SE,FT,100,L,US,CA,Data Science,Machine Learning Scientist
397226.83307332295,2021-01-01 00:00:00,EX,CT,100,S,US,US,Data Science,Principal Data Scientist
83778.57914316573,2021-01-01 00:00:00,SE,FT,100,S,CA,CA,Data Science,Data Scientist
84653.23412936517,2021-01-01 00:00:00,MI,FT,50,L,DE,DE,Data Science,Data Scientist
128907.7523100924,2021-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Scientist
68546.45385815433,2021-01-01 00:00:00,SE,FT,100,M,CA,CA,Data Science,Data Analyst
15495.667826713068,2021-01-01 00:00:00,EN,FT,100,L,IN,IN,Data Science,Big Data Engineer
244447.28189127566,2021-01-01 00:00:00,SE,FT,100,S,US,US,Data Science,ML Engineer
190974.4389775591,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Director of Data Engineering
190974.4389775591,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Analyst
171876.9950798032,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Architect
105035.94143765752,2021-01-01 00:00:00,MI,FT,0,S,US,US,Data Science,Head of Data Science
60930.39721588864,2021-01-01 00:00:00,MI,FT,100,M,CA,CA,Data Science,Research Scientist
44696.61586463459,2021-01-01 00:00:00,MI,FT,100,M,ES,ES,Data Science,Data Scientist
3819.4887795511822,2021-01-01 00:00:00,EN,FT,0,M,VN,VN,Data Science,Data Scientist
20660.566422656906,2021-01-01 00:00:00,EN,FT,50,M,IN,IN,Data Science,Data Engineer
99011.65246609865,2021-01-01 00:00:00,SE,FT,100,L,CA,CA,Data Science,Data Scientist
76389.77559102364,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Analyst
105035.94143765752,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
157553.9181567263,2021-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Scientist
17238.30553222129,2021-01-01 00:00:00,EN,FT,100,S,IN,AS,Data Science,AI Scientist
68953.23412936517,2021-01-01 00:00:00,MI,FT,50,L,GB,GB,Data Science,Data Engineer
34989.37957518301,2021-01-01 00:00:00,EN,FT,50,L,FR,FR,Data Science,Data Scientist
11556.822272890915,2021-01-01 00:00:00,MI,FT,0,M,TR,TR,Data Science,Data Engineer
91937.00948037922,2021-01-01 00:00:00,SE,FT,50,L,GB,GB,Data Science,Data Engineer
162328.27313092523,2021-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Principal Data Analyst
109810.3084123365,2021-01-01 00:00:00,MI,FT,50,L,US,US,Data Science,Data Scientist
85938.4975399016,2021-01-01 00:00:00,EN,FT,100,S,US,US,Data Science,Data Scientist
572923.3169326773,2021-01-01 00:00:00,EX,FT,100,L,US,US,Data Science,Principal Data Engineer
27117.41269650786,2021-01-01 00:00:00,EN,FT,100,M,IN,IN,Data Science,Data Scientist
88803.12012480499,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Analyst
95203.6241449658,2021-01-01 00:00:00,SE,FT,50,M,CA,CA,Data Science,Big Data Architect
190974.4389775591,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
165920.4968198728,2021-01-01 00:00:00,SE,FT,100,M,DE,DE,Data Science,Principal Data Scientist
176651.3620544822,2021-01-01 00:00:00,SE,FT,50,L,US,US,Data Science,Machine Learning Engineer
135444.79779191167,2021-01-01 00:00:00,EX,FT,0,L,DE,DE,Data Science,Director of Data Science
124133.38533541342,2021-01-01 00:00:00,MI,FT,50,L,US,US,Data Science,Data Scientist
60950.45001800072,2021-01-01 00:00:00,SE,FT,50,L,DE,DE,Data Science,Data Analyst
16141.161646465858,2021-01-01 00:00:00,MI,FT,100,S,IN,IN,Data Science,Data Scientist
63274.60698427937,2021-01-01 00:00:00,SE,FT,0,L,IN,IN,Data Science,Machine Learning Engineer
24379.791191647666,2021-01-01 00:00:00,MI,FT,100,S,RS,DE,Data Science,Data Scientist
152779.5511820473,2021-01-01 00:00:00,SE,FT,50,S,PR,US,Data Science,Lead Data Engineer
88946.34585383415,2021-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Engineer
106730.84123364935,2021-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Engineer
26751.698067922716,2021-01-01 00:00:00,MI,FT,100,M,TR,TR,Data Science,Data Engineer
62079.10716428657,2021-01-01 00:00:00,EN,FT,50,M,DE,DE,Data Science,Data Engineer
69228.23712948518,2021-01-01 00:00:00,EN,FT,100,L,US,US,Data Science,Data Engineer
18053.774150966037,2021-01-01 00:00:00,SE,FT,0,M,BR,BR,Data Science,Computer Vision Engineer
73365.69062762511,2021-01-01 00:00:00,EN,FT,0,L,DE,DE,Data Science,Data Science Consultant
