Working_Year,Company_Size,Employee_Location,Company_Location,Experience,Type,Remote_Working_Ratio,Salary_Eur,Linear Regression,Random Forest,Tree,Fold
2021-01-01 00:00:00,M,Other,Other,MI,Data Science,100,84653.23412936517,59309.07549973071,55771.14806592264,47238.48253930158,1
2021-01-01 00:00:00,L,Other,Other,MI,Data Science,100,44494.17976719069,59409.51043000401,43888.42079371486,43203.350134005355,1
2021-01-01 00:00:00,M,CA,CA,SE,Data Science,100,68546.45385815433,121702.82419889234,98678.84198940957,101867.67370694828,1
2021-01-01 00:00:00,L,US,US,MI,Data Science,100,105035.94143765752,111478.16187641583,131934.65045489263,132874.13988867248,1
2021-01-01 00:00:00,L,GB,GB,SE,Data Science,50,91937.00948037922,102820.59850697481,91030.54163559114,59102.772110884434,1
2021-01-01 00:00:00,M,DE,DE,SE,Data Science,100,165920.4968198728,112076.5209200173,116373.25413901557,162625.87703508142,1
2021-01-01 00:00:00,L,DE,DE,SE,Data Science,50,60950.45001800072,109556.06335190838,106922.62718276303,126173.6269450778,1
2021-01-01 00:00:00,S,Other,DE,MI,Data Science,100,24379.791191647666,75413.0681560247,60541.14726189619,49854.836193447736,1
2021-01-01 00:00:00,L,US,US,MI,Data Science,100,106945.6858274331,111478.16187641583,131934.65045489263,132874.13988867248,1
2021-01-01 00:00:00,L,IN,IN,SE,Data Science,50,90392.97971918876,55516.5814970347,39571.87225230142,46946.75663776551,1
2022-01-01 00:00:00,M,US,US,MI,Data Science,0,101464.71858874355,111400.96458391202,113481.203531388,114536.79947197888,1
2022-01-01 00:00:00,M,US,US,EX,Data Science,100,124133.38533541342,174219.84873447908,174877.51798438237,175442.84771390856,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,107805.07620304813,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,157935.8574342974,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,89471.52286091444,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,128907.7523100924,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,159463.66254650187,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,GB,GB,SE,Data Science,0,74982.29929197168,105364.29371285319,100395.73184927399,91645.13380535222,1
2022-01-01 00:00:00,M,CA,CA,SE,Data Science,100,124133.38533541342,125500.6198165642,96523.932383962,105645.34021360855,1
2022-01-01 00:00:00,M,CA,CA,SE,Data Science,100,58533.66134645386,125500.6198165642,96523.932383962,105645.34021360855,1
2022-01-01 00:00:00,L,US,US,SE,Data Science,0,152779.5511820473,141983.64374391502,154752.91997108454,152015.6537690079,1
2022-01-01 00:00:00,S,CA,CA,EX,Data Science,100,112853.47413896555,146245.15039351324,95881.55348804951,121344.3,1
2022-01-01 00:00:00,L,IN,IN,EX,Data Science,50,75472.14688587544,87876.45905564146,42633.48074606604,20827.115,1
2022-01-01 00:00:00,M,US,US,MI,Data Science,0,114584.66338653547,111400.96458391202,113481.203531388,114536.79947197888,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,86244.05376215049,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,GB,GB,MI,Data Science,100,49988.51554062163,78656.60746302587,75155.7649996476,71858.11232449298,1
2022-01-01 00:00:00,M,US,US,MI,Data Science,100,230124.20496819873,115175.52256381439,132934.25152039577,127996.27876024133,1
2022-01-01 00:00:00,M,US,US,MI,Data Science,0,79158.91035641426,111400.96458391202,113481.203531388,114536.79947197888,1
2022-01-01 00:00:00,M,Other,Other,MI,Data Science,100,41981.915276611064,63106.87111740257,58799.15355226264,58774.37297491899,1
2022-01-01 00:00:00,M,GB,GB,MI,Data Science,100,93728.34513380536,78656.60746302587,75155.7649996476,71858.11232449298,1
2022-01-01 00:00:00,L,Other,Other,MI,Data Science,50,55626.07704308172,60586.41354929368,68764.87748600854,78675.98103924157,1
2022-01-01 00:00:00,M,IN,IN,EN,Data Science,100,17609.75639025561,4465.0038075951015,24473.726785267125,22291.807672306895,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,210071.88287531503,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,S,Other,Other,SE,Data Science,100,62066.69866794672,85771.56398314636,78759.41284795392,91402.27409096365,1
2022-01-01 00:00:00,M,Other,Other,EN,Data Science,100,30436.553462138487,36219.28447191187,35626.023277651104,18840.69528221129,1
2022-01-01 00:00:00,L,Other,Other,MI,Data Science,100,33983.90735629425,63207.30604767587,70122.23638945557,78675.98103924157,1
2022-01-01 00:00:00,M,Other,US,SE,Data Science,100,95487.21948877955,112893.48693774463,164047.2780325613,162625.87703508142,1
2022-01-01 00:00:00,M,Other,Other,EN,Data Science,50,82790.27961118445,33598.39197352968,38463.574717412695,95487.21948877955,1
2022-01-01 00:00:00,M,CA,CA,MI,Data Science,0,71615.42061682467,91243.81760693213,72424.61518460739,81164.14256570263,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,105513.38053522141,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,196035.2574102964,141883.20881364172,137858.1165987304,132465.24794325107,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,76389.77559102364,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,57292.33169326773,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,183874.0069602784,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,MI,Data Science,100,152779.5511820473,115175.52256381439,132934.25152039577,127996.27876024133,1
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,120313.89655586224,145657.76679354408,136592.52364821482,137096.64516310385,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,226600.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2020-01-01 00:00:00,L,IN,IN,EN,Cyber Security,50,6254.16,1047.1801057014382,9722.657791630236,7181.160000000001,1
2022-01-01 00:00:00,M,DE,DE,EX,Cyber Security,100,121542.06,151145.02849968354,77697.61005653084,65076.43,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,170362.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,L,US,US,EN,Cyber Security,100,144200.0,95097.00086965645,74447.09494049773,74656.27272727272,1
2022-01-01 00:00:00,L,US,US,EN,Cyber Security,100,61800.0,95097.00086965645,74447.09494049773,74656.27272727272,1
2021-01-01 00:00:00,L,IN,IN,EN,Cyber Security,50,10446.26,4855.380642873759,11579.367904761904,7181.160000000001,1
2022-01-01 00:00:00,S,US,US,SE,Cyber Security,0,180250.0,140774.28747071527,113248.09224974713,130166.25,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,158620.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,0,226600.0,148591.83883470116,144544.96290566592,152224.5956521739,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,133900.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,M,Other,US,SE,Cyber Security,100,61800.0,119602.11695880408,155547.60988035848,83159.11,1
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,0,113300.0,118109.59460497147,118821.30078690515,119711.75,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,109695.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,M,Other,Other,EN,Cyber Security,0,44602.090000000004,39153.35651306895,44091.1811000826,18840.69528221129,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,153264.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,170362.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,149350.0,121884.15258487384,121500.05250621102,126467.00499999999,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,0,111240.0,148591.83883470116,144544.96290566592,152224.5956521739,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,136289.6,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,115128.25,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,0,145539.0,118109.59460497147,118821.30078690515,119711.75,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,123600.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,187460.0,121884.15258487384,121500.05250621102,126467.00499999999,1
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,51500.0,121884.15258487384,121500.05250621102,126467.00499999999,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,93421.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,L,CA,CA,EN,Cyber Security,100,60603.14,74939.85389267656,69173.36530707628,66850.09000000001,1
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,149350.0,152466.83174487684,159514.43338333952,163146.7627118644,1
2022-01-01 00:00:00,L,Other,Other,EN,Cyber Security,100,14088.34,43028.349423244625,52840.02038834554,46800.87735839434,1
2022-01-01 00:00:00,S,DE,DE,EN,Cyber Security,50,50734.71,54774.6718211601,68942.31024372976,92376.9430777231,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,139050.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2021-01-01 00:00:00,M,US,US,SE,Cyber Security,100,180250.0,148568.60119693168,146056.6238761239,142712.22222222222,1
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,0,112121.68000000001,118210.02953524477,106107.74771481976,104417.20642857142,1
2022-01-01 00:00:00,L,Other,US,SE,Cyber Security,100,102585.94,119702.55188907738,120840.98764683609,83159.11,1
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,50,154500.0,146048.14362882279,135215.42284382286,133806.36363636365,1
2022-01-01 00:00:00,L,CA,CA,EN,Cyber Security,0,57774.76,71165.29591277419,69344.20496170914,66850.09000000001,1
2021-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,115952.25,96600.38468079315,100598.92259301509,105392.45230769232,1
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,100,86829.0,91299.20525198459,84653.39299936699,84091.57692307692,1
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,0,72100.0,87524.64727208222,77462.66230158729,69525.0,1
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,109180.0,152466.83174487684,159514.43338333952,163146.7627118644,1
2021-01-01 00:00:00,L,GB,GB,MI,Cyber Security,100,79336.78,81667.87679668676,69520.45353095238,70490.48153696148,1
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,50,128750.0,142239.94309165044,152893.56785714283,150723.33333333334,1
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,100,164800.0,121984.58751514714,138475.3347307209,136558.92592592593,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,154500.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,123600.0,118186.79189747528,108508.76691372685,108358.05999999998,1
2022-01-01 00:00:00,L,Other,Other,SE,Cyber Security,0,20600.0,96623.62231856264,83361.79938113125,100921.46,1
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,128750.0,148669.03612720498,147397.26291581613,149986.17647058822,1
2022-01-01 00:00:00,L,US,US,EX,Cyber Security,100,247200.0,181028.91368581177,199735.50907034142,202452.22222222222,1
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,103515.0,152466.83174487684,159514.43338333952,163146.7627118644,1
2022-01-01 00:00:00,L,US,US,EN,Cyber Security,100,66950.0,95097.00086965645,74447.09494049773,74656.27272727272,1
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,0,129780.0,118109.59460497147,118821.30078690515,119711.75,1
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,115360.0,152366.39681460353,155862.05569881515,156434.26152380955,1
2022-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,35464.96,100398.18029846501,45104.56223690011,43134.78142857143,1
2021-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,121751.15000000001,96600.38468079315,100598.92259301509,105392.45230769232,1
2022-01-01 00:00:00,L,US,US,EN,Cyber Security,100,87550.0,95097.00086965645,74447.09494049773,74656.27272727272,1
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,217330.0,148669.03612720498,147397.26291581613,149986.17647058822,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,175100.0,118186.79189747528,108508.76691372685,108358.05999999998,1
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,195700.0,152466.83174487684,159514.43338333952,163146.7627118644,1
2021-01-01 00:00:00,M,Other,Other,MI,Cyber Security,50,65745.93000000001,63396.813022407965,46866.33090714285,35157.7625,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,0,94451.0,114412.23391757291,94885.37375382983,93934.97,1
2021-01-01 00:00:00,M,US,US,EN,Cyber Security,50,70555.0,88577.8778233291,93838.8614789916,100940.0,1
2021-01-01 00:00:00,M,US,US,MI,Cyber Security,100,118450.0,118086.35696720198,109031.71291698496,106218.75,1
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,50,96820.0,142239.94309165044,152893.56785714283,150723.33333333334,1
2021-01-01 00:00:00,L,Other,Other,MI,Cyber Security,0,118284.17,62343.58247116109,62228.163149458844,98233.16,1
2021-01-01 00:00:00,L,Other,GB,EN,Cyber Security,100,182627.24,46434.8671771762,55309.99150820032,81164.14256570263,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,0,54590.0,114412.23391757291,94885.37375382983,93934.97,1
2021-01-01 00:00:00,M,US,US,MI,Cyber Security,50,74160.0,115465.46446881979,134769.77777777778,146775.0,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,50,174070.0,115565.89939909309,105810.15841036216,108528.28466666667,1
2020-01-01 00:00:00,L,Other,Other,MI,Cyber Security,50,68073.73,59689.04741550892,67029.75633333332,64939.44,1
2021-01-01 00:00:00,S,CA,CA,SE,Cyber Security,100,78047.22,120593.90285596589,110613.87167621104,154500.0,1
2020-01-01 00:00:00,M,US,US,SE,Cyber Security,50,152440.0,142139.50816137713,139910.6402063492,158877.5,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,92700.0,118186.79189747528,108508.76691372685,108358.05999999998,1
2021-01-01 00:00:00,L,US,Other,MI,Cyber Security,100,122570.0,98882.42030686291,134719.61239169555,72912.67000000001,1
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,50,100940.0,88678.3127536024,78975.71792154905,78521.02,1
2020-01-01 00:00:00,L,US,US,MI,Cyber Security,50,105060.0,111757.69886192074,117880.86183261182,121153.75,1
2021-01-01 00:00:00,S,CA,CA,EX,Cyber Security,50,246465.61000000002,146535.09229851863,97608.07328469139,121344.3,1
2021-01-01 00:00:00,L,DE,DE,EN,Cyber Security,0,55396.49,57741.19701622726,68296.69449836874,74395.40081603263,1
2021-01-01 00:00:00,L,GB,GB,MI,Cyber Security,100,62335.6,81667.87679668676,69520.45353095238,70490.48153696148,1
2020-01-01 00:00:00,L,GB,Other,MI,Cyber Security,100,52844.15,70655.36288791097,65948.6404772568,54165.64,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,123600.0,118186.79189747528,108508.76691372685,108358.05999999998,1
2021-01-01 00:00:00,L,GB,GB,SE,Cyber Security,100,58794.46,112150.12102641645,110750.98222811651,110387.15999999999,1
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,50,104390.5,88678.3127536024,78975.71792154905,78521.02,1
2021-01-01 00:00:00,S,Other,Other,EN,Cyber Security,0,82400.0,27538.009531411197,40348.035500000005,40703.54,1
2021-01-01 00:00:00,S,Other,Other,MI,Cyber Security,50,81245.37,55579.26165842207,66074.96423571429,98233.16,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,103000.0,118186.79189747528,108508.76691372685,108358.05999999998,1
2020-01-01 00:00:00,L,US,US,EX,Cyber Security,0,208060.0,169648.35955106516,171132.95829073165,152440.0,1
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,50,83430.0,88678.3127536024,78975.71792154905,78521.02,1
2021-01-01 00:00:00,L,IN,US,MI,Cyber Security,100,20600.0,63596.441135451314,18840.59025693445,8469.69,1
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,50,179220.0,146048.14362882279,135215.42284382286,133806.36363636365,1
2021-01-01 00:00:00,L,Other,Other,SE,Cyber Security,50,73050.69,93979.49218241096,97522.04387182539,95775.065,1
2020-01-01 00:00:00,L,US,US,MI,Cyber Security,100,82400.0,114378.59136030293,112357.7748015873,115205.5,1
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,0,139050.0,144894.4781473026,139603.2762440566,140010.84285714285,1
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,100,56650.0,144860.83559003263,147514.2590909091,147723.68421052632,1
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,50,163770.0,142239.94309165044,152893.56785714283,150723.33333333334,1
2021-01-01 00:00:00,L,Other,Other,EN,Cyber Security,0,10506.0,35455.9958256704,50375.30935569851,66499.89,1
2021-01-01 00:00:00,L,Other,Other,MI,Cyber Security,100,60875.060000000005,66118.14045106346,81807.63866190477,81717.28166666666,1
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,100,144200.0,144860.83559003263,147514.2590909091,147723.68421052632,1
2020-01-01 00:00:00,M,Other,Other,EN,Cyber Security,100,35446.42,35321.918338127114,65256.605384363946,64349.25,1
2020-01-01 00:00:00,M,Other,Other,MI,Cyber Security,50,68131.41,59588.612485235615,65493.74406428571,62094.579999999994,1
2021-01-01 00:00:00,S,US,US,SE,Cyber Security,0,180250.0,136976.4918530434,123167.7770116519,92700.0,1
2021-01-01 00:00:00,S,Other,Other,SE,Cyber Security,100,139142.7,88682.39838653395,66527.39996200935,71809.19666666667,1
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,100,49440.0,91299.20525198459,84653.39299936699,84091.57692307692,1
2020-01-01 00:00:00,L,Other,Other,EN,Cyber Security,50,39939.28,32801.460770018224,46305.91927153601,50511.200000000004,1
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,50,144612.0,115565.89939909309,105810.15841036216,108528.28466666667,1
2020-01-01 00:00:00,L,US,US,EN,Cyber Security,50,79268.8,84870.11221643005,79232.53348300597,76735.0,1
2020-01-01 00:00:00,L,US,US,EX,Cyber Security,100,174874.43,173422.9175309676,172285.58222222223,185400.0,1
2020-01-01 00:00:00,L,US,US,MI,Cyber Security,50,129780.0,111757.69886192074,117880.86183261182,121153.75,1
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,137917.0,148669.03612720498,147397.26291581613,149986.17647058822,1
2020-01-01 00:00:00,S,US,US,EN,Cyber Security,100,66950.0,79573.01842055304,88279.72200488018,82400.0,1
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,50,144200.0,142239.94309165044,152893.56785714283,150723.33333333334,1
2020-01-01 00:00:00,L,US,US,MI,Cyber Security,100,118450.0,114378.59136030293,112357.7748015873,115205.5,1
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,139050.0,148669.03612720498,147397.26291581613,149986.17647058822,1
2021-01-01 00:00:00,M,US,US,EN,Cyber Security,50,103000.0,88577.8778233291,93838.8614789916,100940.0,1
2020-01-01 00:00:00,L,Other,Other,MI,Data Science,50,44648.86595463819,52827.53686936862,48292.529366888964,44879.947197887916,2
2020-01-01 00:00:00,S,GB,GB,MI,Data Science,100,73485.0594023761,62351.7293887041,58961.83150775954,37321.020000000004,2
2020-01-01 00:00:00,L,Other,DE,EN,Data Science,100,52271.61886475459,44285.83342662621,58618.07479267685,127363.62,2
2020-01-01 00:00:00,M,Other,US,MI,Data Science,100,124897.28789151566,69695.30928770876,43013.23835749431,41587.55150206008,2
2020-01-01 00:00:00,S,Other,Other,MI,Data Science,50,59895.307812312494,44841.46078894955,48333.35431417256,41993.84375375015,2
2021-01-01 00:00:00,L,US,US,EX,Data Science,100,224394.97179887196,172777.05588194006,206634.19420224428,238718.04872194887,2
2021-01-01 00:00:00,L,IN,IN,SE,Data Science,50,38739.16956678267,57442.079855067146,55755.33123588411,90392.97971918876,2
2021-01-01 00:00:00,S,Other,Other,EN,Data Science,50,95487.21948877955,21880.1880584506,25356.61292831225,27317.940717628706,2
2021-01-01 00:00:00,L,US,US,MI,Data Science,100,85938.4975399016,112859.87230270838,141458.06565185683,135004.23893878836,2
2021-01-01 00:00:00,L,US,US,SE,Data Science,100,166147.76191047643,142349.94275520847,168912.39219218952,167659.64538581544,2
2021-01-01 00:00:00,S,US,US,EN,Data Science,50,77344.65378615145,76223.73749836469,71491.97340865064,52517.97671906876,2
2021-01-01 00:00:00,L,GB,GB,SE,Data Science,50,59102.772110884434,102124.5449500034,92369.72555636092,79701.75207008282,2
2021-01-01 00:00:00,S,Other,Other,MI,Data Science,0,17187.69950798032,46859.34041361119,30347.116844673787,16951.131045241807,2
2021-01-01 00:00:00,L,US,US,SE,Data Science,100,166147.76191047643,142349.94275520847,168912.39219218952,167659.64538581544,2
2021-01-01 00:00:00,L,US,US,MI,Data Science,100,152779.5511820473,112859.87230270838,141458.06565185683,135004.23893878836,2
2021-01-01 00:00:00,L,Other,Other,EN,Data Science,50,34989.37957518301,29866.264138869665,36777.46185084117,33646.35485419417,2
2021-01-01 00:00:00,M,US,US,SE,Data Science,100,162328.27313092523,140946.26844700723,155185.14982118766,147050.32041281654,2
2021-01-01 00:00:00,L,US,US,MI,Data Science,100,88803.12012480499,112859.87230270838,141458.06565185683,135004.23893878836,2
2021-01-01 00:00:00,L,US,US,MI,Data Science,50,124133.38533541342,111163.81382018562,112542.38857554302,118085.86743469739,2
2021-01-01 00:00:00,M,DE,DE,EN,Data Science,50,62079.10716428657,50056.21548703835,55969.77355090303,23702.796111844473,2
2021-01-01 00:00:00,M,Other,Other,SE,Data Science,0,18053.774150966037,82931.8126383291,99367.30967736995,84577.42,2
2021-01-01 00:00:00,L,Other,Other,EN,Data Science,0,95487.21948877955,27891.41625262839,29030.406087308635,24948.901956078244,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,94876.10704428177,144928.08686635026,137166.28594390975,136656.05325130437,2
2022-01-01 00:00:00,M,US,US,MI,Data Science,0,120791.33565342614,111767.11004508614,106879.93230587365,110675.94703788152,2
2022-01-01 00:00:00,M,US,US,EX,Data Science,100,190974.4389775591,175355.19999308186,155225.4707664497,160401.47948775094,2
2022-01-01 00:00:00,M,GB,GB,MI,Data Science,0,74982.29929197168,73237.77072240385,65837.85499956724,72899.55898235929,2
2022-01-01 00:00:00,M,US,US,EX,Data Science,100,213891.3716548662,175355.19999308186,155225.4707664497,160401.47948775094,2
2022-01-01 00:00:00,M,CA,CA,SE,Data Science,100,124133.38533541342,123320.63596453598,100373.88005805948,102305.00660026402,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,126043.129725189,141257.1804975862,131565.15606181853,135546.01923207362,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,157935.8574342974,144928.08686635026,137166.28594390975,136656.05325130437,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,96986.3674546982,144928.08686635026,137166.28594390975,136656.05325130437,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,107805.07620304813,144928.08686635026,137166.28594390975,136656.05325130437,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,167102.64010560422,144928.08686635026,137166.28594390975,136656.05325130437,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,171876.9950798032,141257.1804975862,131565.15606181853,135546.01923207362,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,76389.77559102364,141257.1804975862,131565.15606181853,135546.01923207362,2
2022-01-01 00:00:00,L,US,US,SE,Data Science,100,96251.12204488179,146331.76117455144,170782.73076732593,174443.21372854913,2
2022-01-01 00:00:00,M,Other,Other,MI,Data Science,100,83963.81855274212,61094.46697393608,54952.61785874033,53526.60266410656,2
2022-01-01 00:00:00,M,GB,GB,MI,Data Science,100,87479.65918636745,76908.67709116788,71426.7437049863,68733.92935717429,2
2022-01-01 00:00:00,M,Other,Other,MI,Data Science,100,62972.86691467659,61094.46697393608,54952.61785874033,53526.60266410656,2
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,157550.09000360014,141257.1804975862,131565.15606181853,135546.01923207362,2
2022-01-01 00:00:00,M,GB,GB,MI,Data Science,100,74982.29929197168,76908.67709116788,71426.7437049863,68733.92935717429,2
